Assessment_Name,Assessment_url,Description,Duration,Test_Type,Adaptive
.NET WCF (New),https://www.shl.com/products/product-catalog/view/net-wcf-new/,".NET WCF (New): Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,OPQ Leadership Report: This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,"Networking and Implementation (New): Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,OPQ Manager Plus Report 2.0: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,OPQ MQ Sales Report: This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Nurse Leader Solution,https://www.shl.com/products/product-catalog/view/nurse-leader-solution/,Nurse Leader Solution: The Nurse Leader solution is an assessment used for job candidates applying to entry-level nurse leadership positions who tend to supervise hourly employees…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,Nursing (New): Multi-choice test that measures the knowledge of carrying out various nursing tasks.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,"Operations Management (New): Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,"OPQ Team Impact Group Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,"OPQ Premium Plus Report 2.0 : This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,OPQ Profile Report: This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.  Please note this…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,OPQ Candidate Plus Report: A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,OPQ Emotional Intelligence Report: This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,OPQ Candidate Report 2.0: A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,OPQ Team Types & Leadership Styles Profile: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,OPQ Manager Plus Report: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,"OPQ Premium Plus Report: This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,OPQ Maximising your Learning Report: This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,OPQ Universal Competency Report 1.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,OPQ Universal Competency Report 2.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,"OPQ UCF Development Action Planner Report 1.0: This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,"OPQ Team Impact Individual Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,"OPQ User and Managers Report: This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,"Oracle WebLogic Server (New): Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Organic Chemistry (New): Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,OPQ Team Types and Leadership Styles Report: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,"OPQ Team Impact Selection Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,"Perl (New): Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,"Pharmaceutical Analysis (New): Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,"Petroleum Engineering (New): Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,"Pharmaceutics (New): Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,"PHP (New): Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"OPQ User Report: This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,"Oracle DBA (Entry Level) (New): Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,"PJM Selection Report: The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,PJM Development Report: The Person-Job Match Report is unique in that it  matches the performance potential of the  individual to the job’s specific competencies. This  provides you…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,"Power System Engineering (New): Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,"Power Electronics and Drives (New): Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,"Prism (New): Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Professional + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/professional-7-1-%28americas%29/,"Professional + 7.1 (Americas): Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Professional 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/,"Professional 7.1 (International): Our Professional 7.1 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Professional + 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution/,"Professional + 7.1 (International): Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Professional 8.0 JFA,https://www.shl.com/products/product-catalog/view/professional-8-0-jfa/,Professional 8.0 JFA: The Professional 8.0 Job-Focused Assessment is designed for all non-managerial professional/individual contributor positions. It measures behaviors that…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,"Polymer Engineering (New): Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Prep/Line Cook Solution,https://www.shl.com/products/product-catalog/view/prepline-cook-solution/,Prep/Line Cook Solution: The Prep/Line Cook solution is for entry-level food preparation positions in the hospitality industry. Sample tasks include preparing ingredients and final…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,Project Management (2013): The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Professional + 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution-3958/,"Professional + 7.0 Solution: Our Professional + 7.0 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Project Manager - Short Form,https://www.shl.com/products/product-catalog/view/project-manager-short-form/,Project Manager - Short Form: The Project Manager solution is designed for positions that lead medium to large scale projects with multiple team members involved. Sample tasks for this job…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Proof Operator - Processing Specialist -Short Form,https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/,Proof Operator - Processing Specialist -Short Form: The Proof Operator – Processing Specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,"Production and Industrial Engineering (New): Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,R Programming (New): Multi-choice test that measures the knowledge of R programming and its application in statistics.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution/,"Professional 7.0 Solution: Our Professional 7.0 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,"Production Engineering (New): Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,Programming Concepts: The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Professional/Individual Contributor - Short Form,https://www.shl.com/products/product-catalog/view/professionalindividual-contributor-short-form/,"Professional/Individual Contributor - Short Form: The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Reservation Agent Solution,https://www.shl.com/products/product-catalog/view/reservation-agent-solution/,"Reservation Agent Solution: The Reservation Agent solution is designed for entry-level positions within the hospitality industry. Sample tasks may indlude making, updating, or canceling…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Restaurant Manager Solution,https://www.shl.com/products/product-catalog/view/restaurant-manager-solution/,Restaurant Manager Solution: The Restaurant Manager solution is designed for management level positions in the hospitality industry. Sample tasks include purchasing food and supplies…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Retail Manager w/ Sales Solution,https://www.shl.com/products/product-catalog/view/retail-manager-w-sales-solution/,Retail Manager w/ Sales Solution: The Retail Manager with Sales solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Retail Sales Associate Solution,https://www.shl.com/products/product-catalog/view/retail-sales-associate-solution/,Retail Sales Associate Solution: The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,"Proofreading v1: This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Retail Sales and Service Simulation: The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,"Python (New): Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,"ReactJS (New): Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,Reading Comprehension - English v1: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Reading Comprehension - Spanish v1: The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,"RemoteWorkQ Manager Report: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Reading Comprehension v2: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,"RemoteWorkQ: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,"Ruby on Rails (New): Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,"RemoteWorkQ Participant Report : Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Restaurant Supervisor Solution,https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/,Restaurant Supervisor Solution: The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Retail Consultant Solution,https://www.shl.com/products/product-catalog/view/retail-consultant-solution/,"Retail Consultant Solution: The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,"RESTful Web Services (New): Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"Sales & Service Phone Solution: As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,Manufac. & Indust. - Safety & Dependability 8.0: The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment   measures the behaviors that underlie safe performance in a work…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,Reviewing Forms - US (R1): This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"Sales & Service Phone Simulation : As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,"Ruby (New): Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/sales-professional-7-0-solution/,"Sales Professional 7.0 Solution: Our Sales Professional 7.0 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Manager Solution,https://www.shl.com/products/product-catalog/view/sales-manager-solution/,Sales Manager Solution: The Sales Manager solution is an assessment used for applying to entry to mid-level sales leadership positions that generally manage employees and have a…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Director Solution,https://www.shl.com/products/product-catalog/view/sales-director-solution/,Sales Director Solution: The Sales Director solution is for mid- to senior-level sales management positions that oversee the sales function across multiple offices or geographic…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,Sales Interview Guide: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Professional 7.1 (Americas),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/,"Sales Professional 7.1 (Americas): Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Engineer Solution,https://www.shl.com/products/product-catalog/view/sales-engineer-solution/,Sales Engineer Solution: The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,Sales Profiler Cards: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Professional Solution,https://www.shl.com/products/product-catalog/view/sales-professional-solution/,"Sales Professional Solution: The Sales Professional solution is for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Sales Transformation Report 2.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,"Salesforce Development (New): Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Support Specialist Solution,https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/,Sales Support Specialist Solution: The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Representative Solution,https://www.shl.com/products/product-catalog/view/sales-representative-solution/,Sales Representative Solution: The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,"SAP ABAP (Advanced Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,"SAP Basis (New): Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Supervisor Solution,https://www.shl.com/products/product-catalog/view/sales-supervisor-solution/,Sales Supervisor Solution : The Sales Supervisor solution is an assessment used for job candidates applying to entry-level sales leadership positions that generally supervise employees…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Sales Transformation 2.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,"SAP ABAP (Intermediate Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,"SAP BW (Business Warehouse) (New): Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,Sales Transformation 1.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"SAP HCM (Human Capital Management) (New): Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
